GAME_ID,Date,Start (ET),Visitor_ID,Visitor_PTS,Home_ID,Home_PTS,Notes
377,"Wed, Dec 14, 2016",7:00 PM,1610612754,89,1610612748,95,
379,"Wed, Dec 14, 2016",7:00 PM,1610612761,123,1610612755,114,
380,"Wed, Dec 14, 2016",9:30 PM,1610612738,101,1610612759,108,
381,"Wed, Dec 14, 2016",9:00 PM,1610612760,89,1610612762,109,
382,"Wed, Dec 14, 2016",7:00 PM,1610612766,106,1610612764,109,
383,"Thu, Dec 15, 2016",9:00 PM,1610612757,120,1610612743,132,
384,"Thu, Dec 15, 2016",10:30 PM,1610612752,90,1610612744,103,
385,"Thu, Dec 15, 2016",8:00 PM,1610612741,97,1610612749,108,
386,"Thu, Dec 15, 2016",8:00 PM,1610612754,95,1610612740,102,
387,"Thu, Dec 15, 2016",9:00 PM,1610612759,107,1610612756,92,
388,"Fri, Dec 16, 2016",7:30 PM,1610612766,88,1610612738,96,
389,"Fri, Dec 16, 2016",8:00 PM,1610612749,95,1610612741,69,
390,"Fri, Dec 16, 2016",8:00 PM,1610612740,100,1610612745,122,
391,"Fri, Dec 16, 2016",8:00 PM,1610612758,96,1610612763,92,
393,"Fri, Dec 16, 2016",7:00 PM,1610612751,111,1610612753,118,
394,"Fri, Dec 16, 2016",8:00 PM,1610612747,100,1610612755,89,
395,"Fri, Dec 16, 2016",7:30 PM,1610612737,125,1610612761,121,
396,"Fri, Dec 16, 2016",10:30 PM,1610612742,100,1610612762,103,
397,"Fri, Dec 16, 2016",7:00 PM,1610612765,108,1610612764,122,
398,"Sat, Dec 17, 2016",7:30 PM,1610612766,107,1610612737,99,
399,"Sat, Dec 17, 2016",7:30 PM,1610612747,108,1610612739,119,
400,"Sat, Dec 17, 2016",9:00 PM,1610612752,114,1610612743,127,
401,"Sat, Dec 17, 2016",7:00 PM,1610612754,105,1610612765,90,
402,"Sat, Dec 17, 2016",10:30 PM,1610612757,90,1610612744,135,
403,"Sat, Dec 17, 2016",8:00 PM,1610612745,111,1610612750,109,OT
404,"Sat, Dec 17, 2016",5:00 PM,1610612756,101,1610612760,114,
405,"Sun, Dec 18, 2016",4:00 PM,1610612758,79,1610612742,99,
406,"Sun, Dec 18, 2016",6:00 PM,1610612762,82,1610612763,73,
407,"Sun, Dec 18, 2016",6:00 PM,1610612738,105,1610612748,95,
408,"Sun, Dec 18, 2016",6:00 PM,1610612761,109,1610612753,79,
409,"Sun, Dec 18, 2016",6:00 PM,1610612751,107,1610612755,108,
410,"Sun, Dec 18, 2016",7:00 PM,1610612740,100,1610612759,113,
412,"Mon, Dec 19, 2016",8:00 PM,1610612765,82,1610612741,113,
413,"Mon, Dec 19, 2016",9:00 PM,1610612742,107,1610612743,117,
414,"Mon, Dec 19, 2016",7:00 PM,1610612764,105,1610612754,107,
415,"Mon, Dec 19, 2016",8:00 PM,1610612756,108,1610612750,115,
416,"Mon, Dec 19, 2016",8:00 PM,1610612737,110,1610612760,108,
417,"Tue, Dec 20, 2016",7:00 PM,1610612747,113,1610612766,117,
418,"Tue, Dec 20, 2016",10:30 PM,1610612762,74,1610612744,104,
419,"Tue, Dec 20, 2016",8:00 PM,1610612759,102,1610612745,100,
421,"Tue, Dec 20, 2016",8:00 PM,1610612738,112,1610612763,109,OT
422,"Tue, Dec 20, 2016",7:30 PM,1610612753,136,1610612748,130,2OT
423,"Tue, Dec 20, 2016",8:00 PM,1610612739,114,1610612749,108,OT
424,"Tue, Dec 20, 2016",7:30 PM,1610612754,111,1610612752,118,
425,"Tue, Dec 20, 2016",7:00 PM,1610612740,108,1610612755,93,
426,"Tue, Dec 20, 2016",10:30 PM,1610612757,121,1610612758,126,
427,"Tue, Dec 20, 2016",7:30 PM,1610612751,104,1610612761,116,
428,"Wed, Dec 21, 2016",7:30 PM,1610612750,92,1610612737,84,
429,"Wed, Dec 21, 2016",8:00 PM,1610612764,107,1610612741,97,
430,"Wed, Dec 21, 2016",7:00 PM,1610612749,102,1610612739,113,
431,"Wed, Dec 21, 2016",7:30 PM,1610612763,98,1610612765,86,
432,"Wed, Dec 21, 2016",8:00 PM,1610612760,121,1610612740,110,
433,"Wed, Dec 21, 2016",9:00 PM,1610612745,125,1610612756,111,
434,"Wed, Dec 21, 2016",10:00 PM,1610612742,96,1610612757,95,
435,"Wed, Dec 21, 2016",9:00 PM,1610612758,94,1610612762,93,
436,"Thu, Dec 22, 2016",7:30 PM,1610612744,117,1610612751,101,
437,"Thu, Dec 22, 2016",7:00 PM,1610612738,109,1610612754,102,
439,"Thu, Dec 22, 2016",8:00 PM,1610612747,107,1610612748,115,
440,"Thu, Dec 22, 2016",7:30 PM,1610612753,95,1610612752,106,
441,"Fri, Dec 23, 2016",7:30 PM,1610612760,117,1610612738,112,
442,"Fri, Dec 23, 2016",7:00 PM,1610612741,91,1610612766,103,
443,"Fri, Dec 23, 2016",7:30 PM,1610612751,99,1610612739,119,
444,"Fri, Dec 23, 2016",9:00 PM,1610612737,109,1610612743,108,
445,"Fri, Dec 23, 2016",7:30 PM,1610612744,119,1610612765,113,
447,"Fri, Dec 23, 2016",8:00 PM,1610612745,109,1610612763,115,
448,"Fri, Dec 23, 2016",8:00 PM,1610612764,96,1610612749,123,
449,"Fri, Dec 23, 2016",8:00 PM,1610612758,109,1610612750,105,
450,"Fri, Dec 23, 2016",8:00 PM,1610612748,87,1610612740,91,
451,"Fri, Dec 23, 2016",7:00 PM,1610612747,90,1610612753,109,
452,"Fri, Dec 23, 2016",9:00 PM,1610612755,116,1610612756,123,
453,"Fri, Dec 23, 2016",10:00 PM,1610612759,110,1610612757,90,
454,"Fri, Dec 23, 2016",9:00 PM,1610612761,104,1610612762,98,
455,"Sun, Dec 25, 2016",2:30 PM,1610612744,108,1610612739,109,
457,"Sun, Dec 25, 2016",12:00 PM,1610612738,119,1610612752,114,
458,"Sun, Dec 25, 2016",8:00 PM,1610612750,100,1610612760,112,
459,"Sun, Dec 25, 2016",5:00 PM,1610612741,100,1610612759,119,
460,"Mon, Dec 26, 2016",7:30 PM,1610612766,118,1610612751,120,
461,"Mon, Dec 26, 2016",8:00 PM,1610612754,85,1610612741,90,
462,"Mon, Dec 26, 2016",7:30 PM,1610612739,90,1610612765,106,
463,"Mon, Dec 26, 2016",8:00 PM,1610612756,115,1610612745,131,
465,"Mon, Dec 26, 2016",8:00 PM,1610612737,90,1610612750,104,
466,"Mon, Dec 26, 2016",8:00 PM,1610612742,104,1610612740,111,
467,"Mon, Dec 26, 2016",7:00 PM,1610612763,102,1610612753,112,
468,"Mon, Dec 26, 2016",10:00 PM,1610612761,95,1610612757,91,
469,"Mon, Dec 26, 2016",10:30 PM,1610612755,100,1610612758,102,
470,"Mon, Dec 26, 2016",7:00 PM,1610612749,102,1610612764,107,
471,"Tue, Dec 27, 2016",7:30 PM,1610612763,103,1610612738,113,
472,"Tue, Dec 27, 2016",8:30 PM,1610612745,123,1610612742,107,
473,"Tue, Dec 27, 2016",10:30 PM,1610612762,102,1610612747,100,
474,"Tue, Dec 27, 2016",7:30 PM,1610612760,106,1610612748,94,
475,"Wed, Dec 28, 2016",7:30 PM,1610612752,98,1610612737,102,OT
476,"Wed, Dec 28, 2016",8:00 PM,1610612751,99,1610612741,101,
477,"Wed, Dec 28, 2016",9:00 PM,1610612750,103,1610612743,105,
478,"Wed, Dec 28, 2016",7:30 PM,1610612749,119,1610612765,94,
479,"Wed, Dec 28, 2016",10:30 PM,1610612761,111,1610612744,121,
481,"Wed, Dec 28, 2016",7:00 PM,1610612766,120,1610612753,101,
482,"Wed, Dec 28, 2016",10:00 PM,1610612758,89,1610612757,102,
483,"Wed, Dec 28, 2016",8:30 PM,1610612756,98,1610612759,119,
484,"Wed, Dec 28, 2016",7:00 PM,1610612754,105,1610612764,111,
485,"Thu, Dec 29, 2016",7:00 PM,1610612748,82,1610612766,91,
486,"Thu, Dec 29, 2016",8:00 PM,1610612738,118,1610612739,124,
487,"Thu, Dec 29, 2016",10:30 PM,1610612742,101,1610612747,89,
488,"Thu, Dec 29, 2016",8:00 PM,1610612760,80,1610612763,114,
489,"Thu, Dec 29, 2016",9:00 PM,1610612761,91,1610612756,99,
490,"Thu, Dec 29, 2016",9:00 PM,1610612755,83,1610612762,100,
491,"Fri, Dec 30, 2016",8:00 PM,1610612765,98,1610612737,105,
492,"Fri, Dec 30, 2016",7:30 PM,1610612748,114,1610612738,117,
493,"Fri, Dec 30, 2016",9:00 PM,1610612755,124,1610612743,122,
494,"Fri, Dec 30, 2016",10:30 PM,1610612742,99,1610612744,108,
496,"Fri, Dec 30, 2016",4:00 PM,1610612741,101,1610612754,111,
497,"Fri, Dec 30, 2016",8:00 PM,1610612749,99,1610612750,116,
498,"Fri, Dec 30, 2016",8:00 PM,1610612752,92,1610612740,104,
499,"Fri, Dec 30, 2016",8:30 PM,1610612757,94,1610612759,110,
500,"Fri, Dec 30, 2016",7:00 PM,1610612751,95,1610612764,118,
501,"Sat, Dec 31, 2016",7:00 PM,1610612749,116,1610612741,96,
502,"Sat, Dec 31, 2016",7:00 PM,1610612739,121,1610612766,109,
503,"Sat, Dec 31, 2016",8:00 PM,1610612752,122,1610612745,129,
505,"Sat, Dec 31, 2016",5:00 PM,1610612763,112,1610612758,98,
506,"Sat, Dec 31, 2016",8:00 PM,1610612756,86,1610612762,91,
507,"Sun, Jan 1, 2017",6:00 PM,1610612759,112,1610612737,114,OT
508,"Sun, Jan 1, 2017",6:00 PM,1610612753,104,1610612754,117,
509,"Sun, Jan 1, 2017",9:30 PM,1610612761,123,1610612747,114,
510,"Sun, Jan 1, 2017",6:00 PM,1610612765,107,1610612748,98,
511,"Sun, Jan 1, 2017",7:00 PM,1610612757,95,1610612750,89,
512,"Mon, Jan 2, 2017",7:30 PM,1610612762,101,1610612751,89,
513,"Mon, Jan 2, 2017",8:00 PM,1610612766,111,1610612741,118,
514,"Mon, Jan 2, 2017",7:00 PM,1610612740,82,1610612739,90,
515,"Mon, Jan 2, 2017",10:30 PM,1610612743,119,1610612744,127,
516,"Mon, Jan 2, 2017",8:00 PM,1610612764,91,1610612745,101,
518,"Mon, Jan 2, 2017",7:00 PM,1610612760,94,1610612749,98,
519,"Mon, Jan 2, 2017",7:30 PM,1610612753,115,1610612752,103,
520,"Tue, Jan 3, 2017",7:30 PM,1610612762,104,1610612738,115,
521,"Tue, Jan 3, 2017",8:30 PM,1610612764,105,1610612742,113,
522,"Tue, Jan 3, 2017",9:00 PM,1610612758,120,1610612743,113,
523,"Tue, Jan 3, 2017",7:30 PM,1610612754,121,1610612765,116,
524,"Tue, Jan 3, 2017",10:30 PM,1610612763,102,1610612747,116,
525,"Tue, Jan 3, 2017",7:00 PM,1610612750,91,1610612755,93,
526,"Tue, Jan 3, 2017",9:00 PM,1610612748,90,1610612756,99,
527,"Tue, Jan 3, 2017",8:30 PM,1610612761,82,1610612759,110,
528,"Wed, Jan 4, 2017",7:00 PM,1610612760,112,1610612766,123,
529,"Wed, Jan 4, 2017",8:00 PM,1610612741,106,1610612739,94,
530,"Wed, Jan 4, 2017",10:30 PM,1610612757,117,1610612744,125,
532,"Wed, Jan 4, 2017",7:30 PM,1610612749,105,1610612752,104,
533,"Wed, Jan 4, 2017",7:00 PM,1610612737,111,1610612753,92,
534,"Wed, Jan 4, 2017",10:30 PM,1610612748,107,1610612758,102,
535,"Thu, Jan 5, 2017",8:30 PM,1610612756,102,1610612742,95,
536,"Thu, Jan 5, 2017",9:00 PM,1610612759,127,1610612743,99,
537,"Thu, Jan 5, 2017",7:30 PM,1610612766,114,1610612765,115,
538,"Thu, Jan 5, 2017",8:00 PM,1610612760,116,1610612745,118,
539,"Thu, Jan 5, 2017",7:00 PM,1610612751,109,1610612754,121,
540,"Thu, Jan 5, 2017",8:00 PM,1610612737,99,1610612740,94,
541,"Thu, Jan 5, 2017",10:30 PM,1610612747,109,1610612757,118,
542,"Thu, Jan 5, 2017",7:30 PM,1610612762,93,1610612761,101,
543,"Fri, Jan 6, 2017",7:30 PM,1610612755,106,1610612738,110,
544,"Fri, Jan 6, 2017",7:30 PM,1610612739,116,1610612751,108,
545,"Fri, Jan 6, 2017",10:30 PM,1610612763,128,1610612744,119,OT
546,"Fri, Jan 6, 2017",10:30 PM,1610612748,100,1610612747,127,
547,"Fri, Jan 6, 2017",8:00 PM,1610612752,116,1610612749,111,
548,"Fri, Jan 6, 2017",7:00 PM,1610612745,100,1610612753,93,
550,"Fri, Jan 6, 2017",7:00 PM,1610612750,105,1610612764,112,
551,"Sat, Jan 7, 2017",7:30 PM,1610612740,108,1610612738,117,
552,"Sat, Jan 7, 2017",8:00 PM,1610612761,118,1610612741,123,OT
553,"Sat, Jan 7, 2017",8:30 PM,1610612737,97,1610612742,82,
554,"Sat, Jan 7, 2017",7:00 PM,1610612752,109,1610612754,123,
555,"Sat, Jan 7, 2017",8:00 PM,1610612762,94,1610612750,92,
556,"Sat, Jan 7, 2017",8:00 PM,1610612743,106,1610612760,121,
557,"Sat, Jan 7, 2017",8:30 PM,1610612766,85,1610612759,102,
558,"Sun, Jan 8, 2017",12:00 PM,1610612755,105,1610612751,95,
560,"Sun, Jan 8, 2017",9:30 PM,1610612753,95,1610612747,111,
561,"Sun, Jan 8, 2017",8:00 PM,1610612762,79,1610612763,88,
562,"Sun, Jan 8, 2017",2:00 PM,1610612764,107,1610612749,101,
563,"Sun, Jan 8, 2017",8:30 PM,1610612739,120,1610612756,116,
564,"Sun, Jan 8, 2017",9:00 PM,1610612765,125,1610612757,124,2OT
565,"Sun, Jan 8, 2017",9:00 PM,1610612744,117,1610612758,106,
566,"Sun, Jan 8, 2017",6:00 PM,1610612745,129,1610612761,122,
567,"Mon, Jan 9, 2017",8:00 PM,1610612760,109,1610612741,94,
568,"Mon, Jan 9, 2017",8:00 PM,1610612742,92,1610612750,101,
569,"Mon, Jan 9, 2017",7:30 PM,1610612740,110,1610612752,96,
570,"Tue, Jan 10, 2017",7:30 PM,1610612737,117,1610612751,97,
571,"Tue, Jan 10, 2017",10:30 PM,1610612748,95,1610612744,107,
572,"Tue, Jan 10, 2017",8:00 PM,1610612766,114,1610612745,121,
573,"Tue, Jan 10, 2017",10:30 PM,1610612757,108,1610612747,87,
574,"Tue, Jan 10, 2017",10:30 PM,1610612765,94,1610612758,100,
575,"Tue, Jan 10, 2017",8:30 PM,1610612749,109,1610612759,107,
576,"Tue, Jan 10, 2017",7:30 PM,1610612738,106,1610612761,114,
577,"Tue, Jan 10, 2017",9:00 PM,1610612739,92,1610612762,100,
578,"Tue, Jan 10, 2017",7:00 PM,1610612741,99,1610612764,101,
579,"Wed, Jan 11, 2017",8:00 PM,1610612764,108,1610612738,117,
581,"Wed, Jan 11, 2017",8:00 PM,1610612745,105,1610612750,119,
582,"Wed, Jan 11, 2017",8:00 PM,1610612763,95,1610612760,103,
583,"Wed, Jan 11, 2017",7:00 PM,1610612752,97,1610612755,98,
584,"Wed, Jan 11, 2017",10:30 PM,1610612739,86,1610612757,102,
585,"Thu, Jan 12, 2017",7:30 PM,1610612740,104,1610612751,95,
586,"Thu, Jan 12, 2017",3:00 PM,1610612754,112,1610612743,140,
587,"Thu, Jan 12, 2017",10:30 PM,1610612765,107,1610612744,127,
588,"Thu, Jan 12, 2017",8:00 PM,1610612741,89,1610612752,104,
589,"Thu, Jan 12, 2017",10:00 PM,1610612742,113,1610612756,108,
590,"Thu, Jan 12, 2017",8:30 PM,1610612747,94,1610612759,134,
591,"Fri, Jan 13, 2017",8:00 PM,1610612738,103,1610612737,101,
592,"Fri, Jan 13, 2017",8:00 PM,1610612763,110,1610612745,105,
593,"Fri, Jan 13, 2017",8:00 PM,1610612748,108,1610612749,116,
594,"Fri, Jan 13, 2017",8:00 PM,1610612760,86,1610612750,96,
595,"Fri, Jan 13, 2017",7:00 PM,1610612766,93,1610612755,102,
596,"Fri, Jan 13, 2017",10:00 PM,1610612753,115,1610612757,109,
597,"Fri, Jan 13, 2017",10:30 PM,1610612739,120,1610612758,108,
598,"Fri, Jan 13, 2017",7:30 PM,1610612751,113,1610612761,132,
599,"Fri, Jan 13, 2017",10:30 PM,1610612765,77,1610612762,110,
600,"Sat, Jan 14, 2017",5:00 PM,1610612740,99,1610612741,107,
602,"Sat, Jan 14, 2017",6:00 PM,1610612759,105,1610612756,108,
603,"Sat, Jan 14, 2017",9:00 PM,1610612753,107,1610612762,114,
604,"Sat, Jan 14, 2017",8:00 PM,1610612755,93,1610612764,109,
605,"Sun, Jan 15, 2017",3:00 PM,1610612749,98,1610612737,111,
606,"Sun, Jan 15, 2017",6:00 PM,1610612745,137,1610612751,112,
607,"Sun, Jan 15, 2017",2:00 PM,1610612750,87,1610612742,98,
608,"Sun, Jan 15, 2017",9:30 PM,1610612765,102,1610612747,97,
609,"Sun, Jan 15, 2017",9:00 PM,1610612741,108,1610612763,104,
610,"Sun, Jan 15, 2017",9:00 PM,1610612760,122,1610612758,118,
611,"Sun, Jan 15, 2017",3:00 PM,1610612752,101,1610612761,116,
612,"Mon, Jan 16, 2017",7:30 PM,1610612766,98,1610612738,108,
613,"Mon, Jan 16, 2017",5:00 PM,1610612753,112,1610612743,125,
614,"Mon, Jan 16, 2017",8:00 PM,1610612739,91,1610612744,126,
615,"Mon, Jan 16, 2017",4:00 PM,1610612740,95,1610612754,98,
617,"Mon, Jan 16, 2017",3:30 PM,1610612755,113,1610612749,104,
618,"Mon, Jan 16, 2017",1:00 PM,1610612737,108,1610612752,107,
619,"Mon, Jan 16, 2017",9:00 PM,1610612762,106,1610612756,101,
620,"Mon, Jan 16, 2017",2:00 PM,1610612757,101,1610612764,120,
621,"Tue, Jan 17, 2017",7:30 PM,1610612761,119,1610612751,109,
622,"Tue, Jan 17, 2017",8:00 PM,1610612742,99,1610612741,98,
623,"Tue, Jan 17, 2017",10:30 PM,1610612743,127,1610612747,121,
624,"Tue, Jan 17, 2017",7:30 PM,1610612745,103,1610612748,109,
625,"Tue, Jan 17, 2017",8:30 PM,1610612750,114,1610612759,122,
626,"Wed, Jan 18, 2017",7:30 PM,1610612752,117,1610612738,106,
627,"Wed, Jan 18, 2017",7:00 PM,1610612757,85,1610612766,107,
628,"Wed, Jan 18, 2017",8:00 PM,1610612737,95,1610612765,118,
629,"Wed, Jan 18, 2017",10:30 PM,1610612760,100,1610612744,121,
630,"Wed, Jan 18, 2017",8:00 PM,1610612749,92,1610612745,111,
631,"Wed, Jan 18, 2017",8:00 PM,1610612753,98,1610612740,118,
632,"Wed, Jan 18, 2017",7:00 PM,1610612761,89,1610612755,94,
633,"Wed, Jan 18, 2017",10:30 PM,1610612754,106,1610612758,100,
634,"Wed, Jan 18, 2017",7:00 PM,1610612763,101,1610612764,104,
635,"Thu, Jan 19, 2017",7:00 PM,1610612756,103,1610612739,118,
637,"Thu, Jan 19, 2017",7:30 PM,1610612742,95,1610612748,99,
638,"Thu, Jan 19, 2017",8:00 PM,1610612764,113,1610612752,110,
639,"Thu, Jan 19, 2017",8:30 PM,1610612743,104,1610612759,118,
640,"Fri, Jan 20, 2017",8:00 PM,1610612741,93,1610612737,102,
641,"Fri, Jan 20, 2017",7:00 PM,1610612761,78,1610612766,113,
642,"Fri, Jan 20, 2017",8:30 PM,1610612762,112,1610612742,107,OT
643,"Fri, Jan 20, 2017",8:00 PM,1610612744,125,1610612745,108,
644,"Fri, Jan 20, 2017",10:30 PM,1610612754,95,1610612747,108,
645,"Fri, Jan 20, 2017",8:00 PM,1610612758,91,1610612763,107,
646,"Fri, Jan 20, 2017",8:00 PM,1610612751,143,1610612740,114,
647,"Fri, Jan 20, 2017",7:00 PM,1610612749,96,1610612753,112,
648,"Fri, Jan 20, 2017",7:00 PM,1610612757,92,1610612755,93,
649,"Sat, Jan 21, 2017",7:00 PM,1610612755,93,1610612737,110,
650,"Sat, Jan 21, 2017",5:00 PM,1610612757,127,1610612738,123,OT
651,"Sat, Jan 21, 2017",9:00 PM,1610612758,99,1610612741,102,
652,"Sat, Jan 21, 2017",7:00 PM,1610612751,105,1610612766,112,
653,"Sat, Jan 21, 2017",8:30 PM,1610612759,118,1610612739,115,OT
655,"Sat, Jan 21, 2017",6:00 PM,1610612764,112,1610612765,113,
656,"Sat, Jan 21, 2017",8:00 PM,1610612745,119,1610612763,95,
657,"Sat, Jan 21, 2017",7:30 PM,1610612749,97,1610612748,109,
658,"Sat, Jan 21, 2017",7:30 PM,1610612756,107,1610612752,105,
659,"Sat, Jan 21, 2017",9:00 PM,1610612754,100,1610612762,109,
660,"Sun, Jan 22, 2017",3:30 PM,1610612747,73,1610612742,122,
661,"Sun, Jan 22, 2017",7:00 PM,1610612743,108,1610612750,111,
662,"Sun, Jan 22, 2017",12:00 PM,1610612744,118,1610612753,98,
663,"Sun, Jan 22, 2017",6:00 PM,1610612756,115,1610612761,103,
665,"Mon, Jan 23, 2017",7:30 PM,1610612759,112,1610612751,86,
666,"Mon, Jan 23, 2017",7:00 PM,1610612764,109,1610612766,99,
667,"Mon, Jan 23, 2017",7:30 PM,1610612758,109,1610612765,104,
668,"Mon, Jan 23, 2017",8:00 PM,1610612752,109,1610612754,103,
669,"Mon, Jan 23, 2017",7:30 PM,1610612744,102,1610612748,105,
670,"Mon, Jan 23, 2017",8:00 PM,1610612745,114,1610612749,127,
671,"Mon, Jan 23, 2017",8:00 PM,1610612739,122,1610612740,124,
672,"Mon, Jan 23, 2017",9:00 PM,1610612760,97,1610612762,95,
673,"Tue, Jan 24, 2017",9:00 PM,1610612762,93,1610612743,103,
674,"Tue, Jan 24, 2017",7:00 PM,1610612741,100,1610612753,92,
676,"Tue, Jan 24, 2017",9:00 PM,1610612750,112,1610612756,111,
677,"Tue, Jan 24, 2017",7:00 PM,1610612759,108,1610612761,106,
678,"Tue, Jan 24, 2017",7:00 PM,1610612738,108,1610612764,123,
679,"Wed, Jan 25, 2017",7:30 PM,1610612745,109,1610612738,120,
680,"Wed, Jan 25, 2017",7:30 PM,1610612748,109,1610612751,106,
681,"Wed, Jan 25, 2017",8:00 PM,1610612737,119,1610612741,114,
682,"Wed, Jan 25, 2017",8:00 PM,1610612744,113,1610612766,103,
683,"Wed, Jan 25, 2017",7:00 PM,1610612758,116,1610612739,112,OT
684,"Wed, Jan 25, 2017",8:30 PM,1610612752,95,1610612742,103,
685,"Wed, Jan 25, 2017",8:00 PM,1610612761,99,1610612763,101,
686,"Wed, Jan 25, 2017",8:00 PM,1610612755,114,1610612749,109,
687,"Wed, Jan 25, 2017",8:00 PM,1610612760,114,1610612740,105,
688,"Wed, Jan 25, 2017",10:30 PM,1610612747,98,1610612757,105,
689,"Thu, Jan 26, 2017",9:00 PM,1610612756,120,1610612743,127,
690,"Thu, Jan 26, 2017",8:00 PM,1610612754,109,1610612750,103,
691,"Thu, Jan 26, 2017",8:00 PM,1610612742,98,1610612760,109,
692,"Thu, Jan 26, 2017",10:30 PM,1610612747,88,1610612762,96,
693,"Fri, Jan 27, 2017",8:00 PM,1610612764,112,1610612737,86,
694,"Fri, Jan 27, 2017",7:30 PM,1610612753,98,1610612738,128,
695,"Fri, Jan 27, 2017",8:00 PM,1610612748,100,1610612741,88,
696,"Fri, Jan 27, 2017",7:30 PM,1610612751,116,1610612739,124,
697,"Fri, Jan 27, 2017",7:00 PM,1610612758,111,1610612754,115,OT
698,"Fri, Jan 27, 2017",8:00 PM,1610612759,103,1610612740,119,
699,"Fri, Jan 27, 2017",7:30 PM,1610612766,107,1610612752,110,
700,"Fri, Jan 27, 2017",8:00 PM,1610612745,123,1610612755,118,
701,"Fri, Jan 27, 2017",10:00 PM,1610612763,109,1610612757,112,
702,"Fri, Jan 27, 2017",7:30 PM,1610612749,86,1610612761,102,
703,"Sat, Jan 28, 2017",7:00 PM,1610612758,109,1610612766,106,
705,"Sat, Jan 28, 2017",7:30 PM,1610612765,103,1610612748,116,
706,"Sat, Jan 28, 2017",8:00 PM,1610612738,112,1610612749,108,OT
707,"Sat, Jan 28, 2017",9:00 PM,1610612751,109,1610612750,129,
708,"Sat, Jan 28, 2017",9:00 PM,1610612743,123,1610612756,112,
709,"Sat, Jan 28, 2017",9:00 PM,1610612763,102,1610612762,95,
710,"Sun, Jan 29, 2017",3:00 PM,1610612752,139,1610612737,142,4OT
711,"Sun, Jan 29, 2017",7:00 PM,1610612755,108,1610612741,121,
712,"Sun, Jan 29, 2017",3:30 PM,1610612760,91,1610612739,107,
713,"Sun, Jan 29, 2017",6:00 PM,1610612745,101,1610612754,120,
714,"Sun, Jan 29, 2017",6:00 PM,1610612764,107,1610612740,94,
715,"Sun, Jan 29, 2017",9:00 PM,1610612744,113,1610612757,111,
716,"Sun, Jan 29, 2017",7:00 PM,1610612742,105,1610612759,101,
717,"Sun, Jan 29, 2017",6:00 PM,1610612753,114,1610612761,113,
718,"Mon, Jan 30, 2017",8:00 PM,1610612765,109,1610612738,113,
719,"Mon, Jan 30, 2017",8:30 PM,1610612739,97,1610612742,104,
720,"Mon, Jan 30, 2017",7:30 PM,1610612751,96,1610612748,104,
721,"Mon, Jan 30, 2017",8:00 PM,1610612753,105,1610612750,111,OT
722,"Mon, Jan 30, 2017",6:00 PM,1610612758,119,1610612755,122,
723,"Mon, Jan 30, 2017",10:30 PM,1610612763,115,1610612756,96,
724,"Tue, Jan 31, 2017",8:00 PM,1610612758,83,1610612745,105,
725,"Tue, Jan 31, 2017",10:30 PM,1610612743,116,1610612747,120,
726,"Tue, Jan 31, 2017",10:00 PM,1610612766,98,1610612757,115,
727,"Tue, Jan 31, 2017",8:30 PM,1610612760,94,1610612759,108,
728,"Tue, Jan 31, 2017",7:00 PM,1610612740,106,1610612761,108,OT
729,"Tue, Jan 31, 2017",7:00 PM,1610612752,101,1610612764,117,
730,"Wed, Feb 1, 2017",7:30 PM,1610612761,104,1610612738,109,
731,"Wed, Feb 1, 2017",7:30 PM,1610612752,95,1610612751,90,
732,"Wed, Feb 1, 2017",7:00 PM,1610612750,97,1610612739,125,
733,"Wed, Feb 1, 2017",8:30 PM,1610612755,95,1610612742,113,
734,"Wed, Feb 1, 2017",9:00 PM,1610612763,119,1610612743,99,
735,"Wed, Feb 1, 2017",7:30 PM,1610612740,98,1610612765,118,
736,"Wed, Feb 1, 2017",10:30 PM,1610612766,111,1610612744,126,
737,"Wed, Feb 1, 2017",7:30 PM,1610612737,93,1610612748,116,
738,"Wed, Feb 1, 2017",9:30 PM,1610612741,128,1610612760,100,
739,"Wed, Feb 1, 2017",7:00 PM,1610612754,98,1610612753,88,
741,"Wed, Feb 1, 2017",9:00 PM,1610612749,88,1610612762,104,
742,"Thu, Feb 2, 2017",8:00 PM,1610612737,113,1610612745,108,
744,"Thu, Feb 2, 2017",8:30 PM,1610612755,86,1610612759,102,
745,"Thu, Feb 2, 2017",7:00 PM,1610612747,108,1610612764,116,
746,"Fri, Feb 3, 2017",8:00 PM,1610612747,107,1610612738,113,
747,"Fri, Feb 3, 2017",7:30 PM,1610612754,106,1610612751,97,
748,"Fri, Feb 3, 2017",9:00 PM,1610612749,117,1610612743,121,
749,"Fri, Feb 3, 2017",7:30 PM,1610612750,108,1610612765,116,
750,"Fri, Feb 3, 2017",8:00 PM,1610612741,117,1610612745,121,OT
751,"Fri, Feb 3, 2017",8:00 PM,1610612763,102,1610612760,114,
752,"Fri, Feb 3, 2017",7:00 PM,1610612761,94,1610612753,102,
753,"Fri, Feb 3, 2017",10:30 PM,1610612742,108,1610612757,104,
754,"Fri, Feb 3, 2017",10:30 PM,1610612756,105,1610612758,103,
755,"Sat, Feb 4, 2017",7:00 PM,1610612753,86,1610612737,113,
756,"Sat, Feb 4, 2017",7:00 PM,1610612765,84,1610612754,105,
757,"Sat, Feb 4, 2017",7:30 PM,1610612755,102,1610612748,125,
