GAME_ID,Date,Start (ET),Visitor/Neutral,Visitor_PTS,Home/Neutral,Home_PTS,Notes
721,"Mon, Jan 30, 2017",8:00 PM,Orlando Magic,105,Minnesota Timberwolves,111,OT
722,"Mon, Jan 30, 2017",6:00 PM,Sacramento Kings,119,Philadelphia 76ers,122,
723,"Mon, Jan 30, 2017",10:30 PM,Memphis Grizzlies,115,Phoenix Suns,96,
724,"Tue, Jan 31, 2017",8:00 PM,Sacramento Kings,83,Houston Rockets,105,
725,"Tue, Jan 31, 2017",10:30 PM,Denver Nuggets,116,Los Angeles Lakers,120,
726,"Tue, Jan 31, 2017",10:00 PM,Charlotte Hornets,98,Portland Trail Blazers,115,
727,"Tue, Jan 31, 2017",8:30 PM,Oklahoma City Thunder,94,San Antonio Spurs,108,
728,"Tue, Jan 31, 2017",7:00 PM,New Orleans Pelicans,106,Toronto Raptors,108,OT
729,"Tue, Jan 31, 2017",7:00 PM,New York Knicks,101,Washington Wizards,117,
730,"Wed, Feb 1, 2017",7:30 PM,Toronto Raptors,104,Boston Celtics,109,
731,"Wed, Feb 1, 2017",7:30 PM,New York Knicks,95,Brooklyn Nets,90,
732,"Wed, Feb 1, 2017",7:00 PM,Minnesota Timberwolves,97,Cleveland Cavaliers,125,
733,"Wed, Feb 1, 2017",8:30 PM,Philadelphia 76ers,95,Dallas Mavericks,113,
734,"Wed, Feb 1, 2017",9:00 PM,Memphis Grizzlies,119,Denver Nuggets,99,
735,"Wed, Feb 1, 2017",7:30 PM,New Orleans Pelicans,98,Detroit Pistons,118,
736,"Wed, Feb 1, 2017",10:30 PM,Charlotte Hornets,111,Golden State Warriors,126,
737,"Wed, Feb 1, 2017",7:30 PM,Atlanta Hawks,93,Miami Heat,116,
738,"Wed, Feb 1, 2017",9:30 PM,Chicago Bulls,128,Oklahoma City Thunder,100,
739,"Wed, Feb 1, 2017",7:00 PM,Indiana Pacers,98,Orlando Magic,88,
740,"Wed, Feb 1, 2017",9:00 PM,Los Angeles Clippers,124,Phoenix Suns,114,
741,"Wed, Feb 1, 2017",9:00 PM,Milwaukee Bucks,88,Utah Jazz,104,
742,"Thu, Feb 2, 2017",8:00 PM,Atlanta Hawks,113,Houston Rockets,108,
743,"Thu, Feb 2, 2017",10:30 PM,Golden State Warriors,133,Los Angeles Clippers,120,
744,"Thu, Feb 2, 2017",8:30 PM,Philadelphia 76ers,86,San Antonio Spurs,102,
745,"Thu, Feb 2, 2017",7:00 PM,Los Angeles Lakers,108,Washington Wizards,116,
746,"Fri, Feb 3, 2017",8:00 PM,Los Angeles Lakers,107,Boston Celtics,113,
747,"Fri, Feb 3, 2017",7:30 PM,Indiana Pacers,106,Brooklyn Nets,97,
748,"Fri, Feb 3, 2017",9:00 PM,Milwaukee Bucks,117,Denver Nuggets,121,
749,"Fri, Feb 3, 2017",7:30 PM,Minnesota Timberwolves,108,Detroit Pistons,116,
750,"Fri, Feb 3, 2017",8:00 PM,Chicago Bulls,117,Houston Rockets,121,OT
751,"Fri, Feb 3, 2017",8:00 PM,Memphis Grizzlies,102,Oklahoma City Thunder,114,
752,"Fri, Feb 3, 2017",7:00 PM,Toronto Raptors,94,Orlando Magic,102,
753,"Fri, Feb 3, 2017",10:30 PM,Dallas Mavericks,108,Portland Trail Blazers,104,
754,"Fri, Feb 3, 2017",10:30 PM,Phoenix Suns,105,Sacramento Kings,103,
755,"Sat, Feb 4, 2017",7:00 PM,Orlando Magic,86,Atlanta Hawks,113,
756,"Sat, Feb 4, 2017",7:00 PM,Detroit Pistons,84,Indiana Pacers,105,
757,"Sat, Feb 4, 2017",7:30 PM,Philadelphia 76ers,102,Miami Heat,125,
758,"Sat, Feb 4, 2017",9:00 PM,Memphis Grizzlies,107,Minnesota Timberwolves,99,
759,"Sat, Feb 4, 2017",8:30 PM,Cleveland Cavaliers,111,New York Knicks,104,
760,"Sat, Feb 4, 2017",9:00 PM,Milwaukee Bucks,137,Phoenix Suns,112,
761,"Sat, Feb 4, 2017",10:30 PM,Golden State Warriors,106,Sacramento Kings,109,OT
762,"Sat, Feb 4, 2017",9:00 PM,Denver Nuggets,97,San Antonio Spurs,121,
763,"Sat, Feb 4, 2017",9:00 PM,Charlotte Hornets,98,Utah Jazz,105,
764,"Sat, Feb 4, 2017",7:00 PM,New Orleans Pelicans,91,Washington Wizards,105,
765,"Sun, Feb 5, 2017",2:00 PM,Los Angeles Clippers,102,Boston Celtics,107,
766,"Sun, Feb 5, 2017",12:00 PM,Toronto Raptors,103,Brooklyn Nets,95,
767,"Sun, Feb 5, 2017",3:00 PM,Portland Trail Blazers,99,Oklahoma City Thunder,105,
768,"Mon, Feb 6, 2017",7:30 PM,Utah Jazz,120,Atlanta Hawks,95,
769,"Mon, Feb 6, 2017",9:00 PM,Dallas Mavericks,87,Denver Nuggets,110,
770,"Mon, Feb 6, 2017",7:30 PM,Philadelphia 76ers,96,Detroit Pistons,113,
771,"Mon, Feb 6, 2017",7:00 PM,Oklahoma City Thunder,90,Indiana Pacers,93,
772,"Mon, Feb 6, 2017",9:30 PM,San Antonio Spurs,74,Memphis Grizzlies,89,
773,"Mon, Feb 6, 2017",8:00 PM,Miami Heat,115,Minnesota Timberwolves,113,
774,"Mon, Feb 6, 2017",8:00 PM,Phoenix Suns,106,New Orleans Pelicans,111,
775,"Mon, Feb 6, 2017",7:00 PM,Los Angeles Lakers,121,New York Knicks,107,
776,"Mon, Feb 6, 2017",10:30 PM,Chicago Bulls,112,Sacramento Kings,107,
777,"Mon, Feb 6, 2017",7:30 PM,Los Angeles Clippers,109,Toronto Raptors,118,
778,"Mon, Feb 6, 2017",7:00 PM,Cleveland Cavaliers,140,Washington Wizards,135,OT
779,"Tue, Feb 7, 2017",7:00 PM,Brooklyn Nets,107,Charlotte Hornets,111,
780,"Tue, Feb 7, 2017",8:30 PM,Portland Trail Blazers,114,Dallas Mavericks,113,
781,"Tue, Feb 7, 2017",8:00 PM,Orlando Magic,104,Houston Rockets,128,
782,"Wed, Feb 8, 2017",7:30 PM,Denver Nuggets,106,Atlanta Hawks,117,
783,"Wed, Feb 8, 2017",7:30 PM,Washington Wizards,114,Brooklyn Nets,110,OT
784,"Wed, Feb 8, 2017",7:30 PM,Los Angeles Lakers,102,Detroit Pistons,121,
785,"Wed, Feb 8, 2017",10:30 PM,Chicago Bulls,92,Golden State Warriors,123,
786,"Wed, Feb 8, 2017",7:00 PM,Cleveland Cavaliers,132,Indiana Pacers,117,
787,"Wed, Feb 8, 2017",8:00 PM,Phoenix Suns,91,Memphis Grizzlies,110,
788,"Wed, Feb 8, 2017",8:00 PM,Miami Heat,106,Milwaukee Bucks,88,
789,"Wed, Feb 8, 2017",8:00 PM,Toronto Raptors,109,Minnesota Timberwolves,112,
790,"Wed, Feb 8, 2017",8:00 PM,Utah Jazz,127,New Orleans Pelicans,94,
791,"Wed, Feb 8, 2017",8:00 PM,Los Angeles Clippers,119,New York Knicks,115,
792,"Wed, Feb 8, 2017",7:00 PM,San Antonio Spurs,111,Philadelphia 76ers,103,
793,"Wed, Feb 8, 2017",10:30 PM,Boston Celtics,92,Sacramento Kings,108,
794,"Thu, Feb 9, 2017",7:00 PM,Houston Rockets,107,Charlotte Hornets,95,
795,"Thu, Feb 9, 2017",8:30 PM,Utah Jazz,105,Dallas Mavericks,112,OT
796,"Thu, Feb 9, 2017",8:00 PM,Cleveland Cavaliers,109,Oklahoma City Thunder,118,
797,"Thu, Feb 9, 2017",7:00 PM,Philadelphia 76ers,112,Orlando Magic,111,
798,"Thu, Feb 9, 2017",10:30 PM,Boston Celtics,120,Portland Trail Blazers,111,
799,"Fri, Feb 10, 2017",7:30 PM,Miami Heat,108,Brooklyn Nets,99,
800,"Fri, Feb 10, 2017",7:30 PM,San Antonio Spurs,103,Detroit Pistons,92,
801,"Fri, Feb 10, 2017",8:00 PM,Golden State Warriors,122,Memphis Grizzlies,107,
802,"Fri, Feb 10, 2017",8:00 PM,Los Angeles Lakers,122,Milwaukee Bucks,114,
803,"Fri, Feb 10, 2017",8:00 PM,New Orleans Pelicans,122,Minnesota Timberwolves,106,
804,"Fri, Feb 10, 2017",7:30 PM,Denver Nuggets,131,New York Knicks,123,
805,"Fri, Feb 10, 2017",10:30 PM,Chicago Bulls,97,Phoenix Suns,115,
806,"Fri, Feb 10, 2017",10:30 PM,Atlanta Hawks,107,Sacramento Kings,108,
807,"Fri, Feb 10, 2017",8:00 PM,Indiana Pacers,107,Washington Wizards,112,
808,"Sat, Feb 11, 2017",5:00 PM,Los Angeles Clippers,107,Charlotte Hornets,102,
809,"Sat, Feb 11, 2017",7:30 PM,Denver Nuggets,109,Cleveland Cavaliers,125,
810,"Sat, Feb 11, 2017",9:00 PM,Orlando Magic,80,Dallas Mavericks,112,
811,"Sat, Feb 11, 2017",9:00 PM,Phoenix Suns,102,Houston Rockets,133,
812,"Sat, Feb 11, 2017",7:00 PM,Milwaukee Bucks,116,Indiana Pacers,100,
813,"Sat, Feb 11, 2017",8:30 PM,Golden State Warriors,130,Oklahoma City Thunder,114,
814,"Sat, Feb 11, 2017",7:30 PM,Miami Heat,109,Philadelphia 76ers,117,
815,"Sat, Feb 11, 2017",10:00 PM,Boston Celtics,112,Utah Jazz,104,
816,"Sun, Feb 12, 2017",3:30 PM,Chicago Bulls,89,Minnesota Timberwolves,117,
817,"Sun, Feb 12, 2017",3:30 PM,San Antonio Spurs,90,New York Knicks,94,
818,"Sun, Feb 12, 2017",9:00 PM,New Orleans Pelicans,99,Sacramento Kings,105,
819,"Sun, Feb 12, 2017",6:00 PM,Detroit Pistons,102,Toronto Raptors,101,
820,"Mon, Feb 13, 2017",7:30 PM,Memphis Grizzlies,112,Brooklyn Nets,103,
821,"Mon, Feb 13, 2017",7:00 PM,Philadelphia 76ers,105,Charlotte Hornets,99,
822,"Mon, Feb 13, 2017",8:30 PM,Boston Celtics,111,Dallas Mavericks,98,
823,"Mon, Feb 13, 2017",9:00 PM,Golden State Warriors,110,Denver Nuggets,132,
824,"Mon, Feb 13, 2017",7:00 PM,San Antonio Spurs,110,Indiana Pacers,106,
825,"Mon, Feb 13, 2017",7:30 PM,Orlando Magic,116,Miami Heat,107,
826,"Mon, Feb 13, 2017",8:00 PM,Detroit Pistons,89,Milwaukee Bucks,102,
827,"Mon, Feb 13, 2017",9:00 PM,New Orleans Pelicans,110,Phoenix Suns,108,
828,"Mon, Feb 13, 2017",10:30 PM,Atlanta Hawks,109,Portland Trail Blazers,104,OT
829,"Mon, Feb 13, 2017",9:00 PM,Los Angeles Clippers,88,Utah Jazz,72,
830,"Mon, Feb 13, 2017",8:00 PM,Oklahoma City Thunder,98,Washington Wizards,120,
831,"Tue, Feb 14, 2017",8:00 PM,Toronto Raptors,94,Chicago Bulls,105,
832,"Tue, Feb 14, 2017",10:30 PM,Sacramento Kings,97,Los Angeles Lakers,96,
833,"Tue, Feb 14, 2017",8:00 PM,Cleveland Cavaliers,116,Minnesota Timberwolves,108,
834,"Wed, Feb 15, 2017",7:30 PM,Philadelphia 76ers,108,Boston Celtics,116,
835,"Wed, Feb 15, 2017",7:30 PM,Milwaukee Bucks,129,Brooklyn Nets,125,
836,"Wed, Feb 15, 2017",7:00 PM,Indiana Pacers,104,Cleveland Cavaliers,113,
837,"Wed, Feb 15, 2017",9:00 PM,Minnesota Timberwolves,112,Denver Nuggets,99,
838,"Wed, Feb 15, 2017",7:30 PM,Dallas Mavericks,91,Detroit Pistons,98,
839,"Wed, Feb 15, 2017",10:30 PM,Sacramento Kings,86,Golden State Warriors,109,
840,"Wed, Feb 15, 2017",8:00 PM,Miami Heat,117,Houston Rockets,109,
841,"Wed, Feb 15, 2017",10:30 PM,Atlanta Hawks,84,Los Angeles Clippers,99,
842,"Wed, Feb 15, 2017",8:00 PM,New Orleans Pelicans,95,Memphis Grizzlies,91,
843,"Wed, Feb 15, 2017",9:30 PM,New York Knicks,105,Oklahoma City Thunder,116,
844,"Wed, Feb 15, 2017",7:00 PM,San Antonio Spurs,107,Orlando Magic,79,
845,"Wed, Feb 15, 2017",9:00 PM,Los Angeles Lakers,101,Phoenix Suns,137,
846,"Wed, Feb 15, 2017",7:30 PM,Charlotte Hornets,85,Toronto Raptors,90,
847,"Wed, Feb 15, 2017",9:00 PM,Portland Trail Blazers,88,Utah Jazz,111,
848,"Thu, Feb 16, 2017",8:00 PM,Boston Celtics,103,Chicago Bulls,104,
849,"Thu, Feb 16, 2017",7:00 PM,Washington Wizards,111,Indiana Pacers,98,
850,"Thu, Feb 23, 2017",8:00 PM,New York Knicks,104,Cleveland Cavaliers,119,
851,"Thu, Feb 23, 2017",7:30 PM,Charlotte Hornets,108,Detroit Pistons,114,OT
852,"Thu, Feb 23, 2017",10:30 PM,Los Angeles Clippers,113,Golden State Warriors,123,
853,"Thu, Feb 23, 2017",8:00 PM,Houston Rockets,129,New Orleans Pelicans,99,
854,"Thu, Feb 23, 2017",7:00 PM,Portland Trail Blazers,112,Orlando Magic,103,
855,"Thu, Feb 23, 2017",10:30 PM,Denver Nuggets,100,Sacramento Kings,116,
856,"Fri, Feb 24, 2017",8:00 PM,Miami Heat,108,Atlanta Hawks,90,
857,"Fri, Feb 24, 2017",8:00 PM,Phoenix Suns,121,Chicago Bulls,128,OT
858,"Fri, Feb 24, 2017",9:00 PM,Brooklyn Nets,109,Denver Nuggets,129,
859,"Fri, Feb 24, 2017",7:00 PM,Memphis Grizzlies,92,Indiana Pacers,102,
860,"Fri, Feb 24, 2017",10:30 PM,San Antonio Spurs,105,Los Angeles Clippers,97,
861,"Fri, Feb 24, 2017",8:00 PM,Utah Jazz,109,Milwaukee Bucks,95,
862,"Fri, Feb 24, 2017",8:00 PM,Dallas Mavericks,84,Minnesota Timberwolves,97,
863,"Fri, Feb 24, 2017",8:00 PM,Los Angeles Lakers,93,Oklahoma City Thunder,110,
864,"Fri, Feb 24, 2017",7:00 PM,Washington Wizards,112,Philadelphia 76ers,120,
865,"Fri, Feb 24, 2017",8:00 PM,Boston Celtics,97,Toronto Raptors,107,
866,"Sat, Feb 25, 2017",8:30 PM,Chicago Bulls,117,Cleveland Cavaliers,99,
867,"Sat, Feb 25, 2017",8:30 PM,New Orleans Pelicans,83,Dallas Mavericks,96,
868,"Sat, Feb 25, 2017",10:30 PM,Brooklyn Nets,95,Golden State Warriors,112,
869,"Sat, Feb 25, 2017",9:00 PM,Minnesota Timberwolves,130,Houston Rockets,142,
870,"Sat, Feb 25, 2017",8:00 PM,Indiana Pacers,95,Miami Heat,113,
871,"Sat, Feb 25, 2017",7:30 PM,Philadelphia 76ers,109,New York Knicks,110,
872,"Sat, Feb 25, 2017",7:00 PM,Atlanta Hawks,86,Orlando Magic,105,
873,"Sat, Feb 25, 2017",5:00 PM,Charlotte Hornets,99,Sacramento Kings,85,
874,"Sun, Feb 26, 2017",5:00 PM,Memphis Grizzlies,105,Denver Nuggets,98,
875,"Sun, Feb 26, 2017",6:00 PM,Boston Celtics,104,Detroit Pistons,98,
876,"Sun, Feb 26, 2017",9:30 PM,Charlotte Hornets,121,Los Angeles Clippers,124,OT
877,"Sun, Feb 26, 2017",3:30 PM,San Antonio Spurs,119,Los Angeles Lakers,98,
878,"Sun, Feb 26, 2017",3:30 PM,Phoenix Suns,96,Milwaukee Bucks,100,
879,"Sun, Feb 26, 2017",7:00 PM,New Orleans Pelicans,110,Oklahoma City Thunder,118,
880,"Sun, Feb 26, 2017",6:00 PM,Portland Trail Blazers,106,Toronto Raptors,112,
881,"Sun, Feb 26, 2017",5:00 PM,Utah Jazz,102,Washington Wizards,92,
882,"Mon, Feb 27, 2017",7:30 PM,Atlanta Hawks,114,Boston Celtics,98,
883,"Mon, Feb 27, 2017",7:00 PM,Milwaukee Bucks,95,Cleveland Cavaliers,102,
884,"Mon, Feb 27, 2017",8:30 PM,Miami Heat,89,Dallas Mavericks,96,
885,"Mon, Feb 27, 2017",9:30 PM,Indiana Pacers,117,Houston Rockets,108,
886,"Mon, Feb 27, 2017",7:00 PM,Toronto Raptors,92,New York Knicks,91,
887,"Mon, Feb 27, 2017",7:00 PM,Golden State Warriors,119,Philadelphia 76ers,108,
888,"Mon, Feb 27, 2017",10:30 PM,Minnesota Timberwolves,102,Sacramento Kings,88,
889,"Tue, Feb 28, 2017",8:00 PM,Denver Nuggets,125,Chicago Bulls,107,
890,"Tue, Feb 28, 2017",7:30 PM,Portland Trail Blazers,113,Detroit Pistons,120,OT
891,"Tue, Feb 28, 2017",10:30 PM,Charlotte Hornets,109,Los Angeles Lakers,104,
892,"Tue, Feb 28, 2017",8:00 PM,Phoenix Suns,112,Memphis Grizzlies,130,
893,"Tue, Feb 28, 2017",8:00 PM,Utah Jazz,106,Oklahoma City Thunder,109,
894,"Tue, Feb 28, 2017",7:00 PM,Golden State Warriors,108,Washington Wizards,112,
895,"Wed, Mar 1, 2017",7:30 PM,Dallas Mavericks,95,Atlanta Hawks,100,
896,"Wed, Mar 1, 2017",8:00 PM,Cleveland Cavaliers,99,Boston Celtics,103,
897,"Wed, Mar 1, 2017",10:30 PM,Houston Rockets,122,Los Angeles Clippers,103,
898,"Wed, Mar 1, 2017",7:30 PM,Philadelphia 76ers,98,Miami Heat,125,
899,"Wed, Mar 1, 2017",8:00 PM,Denver Nuggets,110,Milwaukee Bucks,98,
900,"Wed, Mar 1, 2017",8:00 PM,Detroit Pistons,86,New Orleans Pelicans,109,
901,"Wed, Mar 1, 2017",7:00 PM,New York Knicks,101,Orlando Magic,90,
902,"Wed, Mar 1, 2017",10:30 PM,Brooklyn Nets,109,Sacramento Kings,100,
903,"Wed, Mar 1, 2017",8:30 PM,Indiana Pacers,99,San Antonio Spurs,100,
904,"Wed, Mar 1, 2017",7:30 PM,Washington Wizards,105,Toronto Raptors,96,
905,"Wed, Mar 1, 2017",9:00 PM,Minnesota Timberwolves,107,Utah Jazz,80,
906,"Thu, Mar 2, 2017",8:00 PM,Golden State Warriors,87,Chicago Bulls,94,
907,"Thu, Mar 2, 2017",9:00 PM,Charlotte Hornets,103,Phoenix Suns,120,
908,"Thu, Mar 2, 2017",10:30 PM,Oklahoma City Thunder,109,Portland Trail Blazers,114,
909,"Fri, Mar 3, 2017",7:00 PM,Cleveland Cavaliers,135,Atlanta Hawks,130,
910,"Fri, Mar 3, 2017",8:30 PM,Memphis Grizzlies,100,Dallas Mavericks,104,
911,"Fri, Mar 3, 2017",10:30 PM,Boston Celtics,115,Los Angeles Lakers,95,
912,"Fri, Mar 3, 2017",8:00 PM,Los Angeles Clippers,101,Milwaukee Bucks,112,
913,"Fri, Mar 3, 2017",9:30 PM,San Antonio Spurs,101,New Orleans Pelicans,98,OT
914,"Fri, Mar 3, 2017",7:00 PM,Miami Heat,99,Orlando Magic,110,
915,"Fri, Mar 3, 2017",7:00 PM,New York Knicks,102,Philadelphia 76ers,105,
916,"Fri, Mar 3, 2017",9:00 PM,Oklahoma City Thunder,111,Phoenix Suns,118,
917,"Fri, Mar 3, 2017",9:00 PM,Brooklyn Nets,97,Utah Jazz,112,
918,"Fri, Mar 3, 2017",7:00 PM,Toronto Raptors,114,Washington Wizards,106,
919,"Sat, Mar 4, 2017",8:30 PM,Los Angeles Clippers,101,Chicago Bulls,91,
920,"Sat, Mar 4, 2017",9:00 PM,Charlotte Hornets,112,Denver Nuggets,102,
921,"Sat, Mar 4, 2017",9:00 PM,Memphis Grizzlies,108,Houston Rockets,123,
922,"Sat, Mar 4, 2017",8:00 PM,Cleveland Cavaliers,92,Miami Heat,120,
923,"Sat, Mar 4, 2017",8:00 PM,Toronto Raptors,94,Milwaukee Bucks,101,
924,"Sat, Mar 4, 2017",6:00 PM,Detroit Pistons,136,Philadelphia 76ers,106,
925,"Sat, Mar 4, 2017",10:00 PM,Brooklyn Nets,116,Portland Trail Blazers,130,
926,"Sat, Mar 4, 2017",9:00 PM,Minnesota Timberwolves,90,San Antonio Spurs,97,OT
927,"Sun, Mar 5, 2017",1:00 PM,Indiana Pacers,97,Atlanta Hawks,96,
928,"Sun, Mar 5, 2017",8:30 PM,Oklahoma City Thunder,89,Dallas Mavericks,104,
929,"Sun, Mar 5, 2017",9:30 PM,New Orleans Pelicans,105,Los Angeles Lakers,97,
930,"Sun, Mar 5, 2017",3:30 PM,Golden State Warriors,112,New York Knicks,105,
931,"Sun, Mar 5, 2017",5:00 PM,Boston Celtics,106,Phoenix Suns,109,
932,"Sun, Mar 5, 2017",6:00 PM,Utah Jazz,110,Sacramento Kings,109,OT
933,"Sun, Mar 5, 2017",5:00 PM,Orlando Magic,114,Washington Wizards,115,
934,"Mon, Mar 6, 2017",7:30 PM,Golden State Warriors,119,Atlanta Hawks,111,
935,"Mon, Mar 6, 2017",8:00 PM,Indiana Pacers,88,Charlotte Hornets,100,
936,"Mon, Mar 6, 2017",7:00 PM,Miami Heat,106,Cleveland Cavaliers,98,
937,"Mon, Mar 6, 2017",9:00 PM,Sacramento Kings,96,Denver Nuggets,108,
938,"Mon, Mar 6, 2017",7:30 PM,Chicago Bulls,95,Detroit Pistons,109,
939,"Mon, Mar 6, 2017",10:30 PM,Boston Celtics,102,Los Angeles Clippers,116,
940,"Mon, Mar 6, 2017",8:00 PM,Brooklyn Nets,122,Memphis Grizzlies,109,
941,"Mon, Mar 6, 2017",7:00 PM,New York Knicks,113,Orlando Magic,105,
942,"Mon, Mar 6, 2017",7:00 PM,Milwaukee Bucks,112,Philadelphia 76ers,98,
943,"Mon, Mar 6, 2017",8:30 PM,Houston Rockets,110,San Antonio Spurs,112,
944,"Mon, Mar 6, 2017",9:00 PM,New Orleans Pelicans,83,Utah Jazz,88,
945,"Tue, Mar 7, 2017",8:30 PM,Los Angeles Lakers,111,Dallas Mavericks,122,
946,"Tue, Mar 7, 2017",8:00 PM,Portland Trail Blazers,126,Oklahoma City Thunder,121,
947,"Tue, Mar 7, 2017",9:00 PM,Washington Wizards,131,Phoenix Suns,127,
948,"Wed, Mar 8, 2017",7:30 PM,Brooklyn Nets,105,Atlanta Hawks,110,
949,"Wed, Mar 8, 2017",9:00 PM,Washington Wizards,123,Denver Nuggets,113,
950,"Wed, Mar 8, 2017",10:30 PM,Boston Celtics,99,Golden State Warriors,86,
951,"Wed, Mar 8, 2017",8:00 PM,Utah Jazz,115,Houston Rockets,108,
952,"Wed, Mar 8, 2017",8:00 PM,Detroit Pistons,98,Indiana Pacers,115,
953,"Wed, Mar 8, 2017",7:30 PM,Charlotte Hornets,101,Miami Heat,108,
954,"Wed, Mar 8, 2017",8:00 PM,New York Knicks,93,Milwaukee Bucks,104,
955,"Wed, Mar 8, 2017",8:00 PM,Los Angeles Clippers,91,Minnesota Timberwolves,107,
956,"Wed, Mar 8, 2017",8:00 PM,Toronto Raptors,94,New Orleans Pelicans,87,
957,"Wed, Mar 8, 2017",7:00 PM,Chicago Bulls,91,Orlando Magic,98,
958,"Wed, Mar 8, 2017",8:30 PM,Sacramento Kings,104,San Antonio Spurs,114,
959,"Thu, Mar 9, 2017",7:30 PM,Cleveland Cavaliers,101,Detroit Pistons,106,
960,"Thu, Mar 9, 2017",8:00 PM,Los Angeles Clippers,114,Memphis Grizzlies,98,
961,"Thu, Mar 9, 2017",8:00 PM,San Antonio Spurs,92,Oklahoma City Thunder,102,
962,"Thu, Mar 9, 2017",10:30 PM,Los Angeles Lakers,122,Phoenix Suns,110,
963,"Thu, Mar 9, 2017",10:00 PM,Philadelphia 76ers,108,Portland Trail Blazers,114,OT
964,"Fri, Mar 10, 2017",8:00 PM,Toronto Raptors,99,Atlanta Hawks,105,
965,"Fri, Mar 10, 2017",8:00 PM,Houston Rockets,115,Chicago Bulls,94,
966,"Fri, Mar 10, 2017",7:00 PM,Orlando Magic,81,Charlotte Hornets,121,
967,"Fri, Mar 10, 2017",9:00 PM,Brooklyn Nets,96,Dallas Mavericks,105,
968,"Fri, Mar 10, 2017",9:00 PM,Boston Celtics,99,Denver Nuggets,119,
969,"Fri, Mar 10, 2017",8:00 PM,Indiana Pacers,85,Milwaukee Bucks,99,
970,"Fri, Mar 10, 2017",8:00 PM,Golden State Warriors,102,Minnesota Timberwolves,103,
971,"Fri, Mar 10, 2017",10:30 PM,Washington Wizards,130,Sacramento Kings,122,OT
972,"Sat, Mar 11, 2017",7:00 PM,New Orleans Pelicans,125,Charlotte Hornets,122,OT
973,"Sat, Mar 11, 2017",9:00 PM,Phoenix Suns,100,Dallas Mavericks,98,
974,"Sat, Mar 11, 2017",5:00 PM,New York Knicks,92,Detroit Pistons,112,
975,"Sat, Mar 11, 2017",3:30 PM,Philadelphia 76ers,100,Los Angeles Clippers,112,
976,"Sat, Mar 11, 2017",9:00 PM,Atlanta Hawks,107,Memphis Grizzlies,90,
977,"Sat, Mar 11, 2017",8:00 PM,Toronto Raptors,89,Miami Heat,104,
978,"Sat, Mar 11, 2017",8:00 PM,Minnesota Timberwolves,95,Milwaukee Bucks,102,
979,"Sat, Mar 11, 2017",3:00 PM,Utah Jazz,104,Oklahoma City Thunder,112,
980,"Sat, Mar 11, 2017",7:00 PM,Cleveland Cavaliers,116,Orlando Magic,104,
981,"Sat, Mar 11, 2017",10:00 PM,Washington Wizards,125,Portland Trail Blazers,124,OT
982,"Sat, Mar 11, 2017",10:30 PM,Denver Nuggets,105,Sacramento Kings,92,
983,"Sat, Mar 11, 2017",8:30 PM,Golden State Warriors,85,San Antonio Spurs,107,
984,"Sun, Mar 12, 2017",3:30 PM,Chicago Bulls,80,Boston Celtics,100,
985,"Sun, Mar 12, 2017",6:00 PM,New York Knicks,112,Brooklyn Nets,120,
986,"Sun, Mar 12, 2017",9:00 PM,Cleveland Cavaliers,112,Houston Rockets,117,
987,"Sun, Mar 12, 2017",6:00 PM,Miami Heat,98,Indiana Pacers,102,
988,"Sun, Mar 12, 2017",9:30 PM,Philadelphia 76ers,118,Los Angeles Lakers,116,
989,"Sun, Mar 12, 2017",9:00 PM,Portland Trail Blazers,110,Phoenix Suns,101,
990,"Mon, Mar 13, 2017",7:00 PM,Chicago Bulls,115,Charlotte Hornets,109,
991,"Mon, Mar 13, 2017",10:30 PM,Los Angeles Lakers,101,Denver Nuggets,129,
992,"Mon, Mar 13, 2017",8:00 PM,Milwaukee Bucks,93,Memphis Grizzlies,113,
993,"Mon, Mar 13, 2017",8:00 PM,Washington Wizards,104,Minnesota Timberwolves,119,
994,"Mon, Mar 13, 2017",10:30 PM,Orlando Magic,115,Sacramento Kings,120,
995,"Mon, Mar 13, 2017",8:00 PM,Atlanta Hawks,99,San Antonio Spurs,107,
996,"Mon, Mar 13, 2017",7:30 PM,Dallas Mavericks,78,Toronto Raptors,100,
997,"Mon, Mar 13, 2017",9:00 PM,Los Angeles Clippers,108,Utah Jazz,114,
998,"Tue, Mar 14, 2017",7:30 PM,Oklahoma City Thunder,122,Brooklyn Nets,104,
999,"Tue, Mar 14, 2017",7:00 PM,Detroit Pistons,96,Cleveland Cavaliers,128,
1000,"Tue, Mar 14, 2017",10:30 PM,Philadelphia 76ers,104,Golden State Warriors,106,
1001,"Tue, Mar 14, 2017",8:00 PM,Portland Trail Blazers,77,New Orleans Pelicans,100,
1002,"Tue, Mar 14, 2017",7:30 PM,Indiana Pacers,81,New York Knicks,87,
1003,"Wed, Mar 15, 2017",7:30 PM,Minnesota Timberwolves,104,Boston Celtics,117,
1004,"Wed, Mar 15, 2017",8:00 PM,Memphis Grizzlies,98,Chicago Bulls,91,
1005,"Wed, Mar 15, 2017",7:30 PM,Utah Jazz,97,Detroit Pistons,83,
1006,"Wed, Mar 15, 2017",8:00 PM,Los Angeles Lakers,100,Houston Rockets,139,
1007,"Wed, Mar 15, 2017",7:00 PM,Charlotte Hornets,77,Indiana Pacers,98,
